num,svn_id,real_name,project_name,role_on_project,organization
63,ho0063,Holly Cummins,Apache Aries,PMC,IBM
1042,ho1042,Holly Cummins,Apache Aries,PMC,IBM
2067,ho2067,Holly Cummins,Aries,NA,IBM
374,ho0374,Hong Fang Han 'Janet',Apache Geronimo,Committer,IBM
1339,ho1339,Hong Fang Han 'Janet',Apache Geronimo,Committer,IBM 
2251,ho2251,"Hong Fang Han ""Janet""",Geronimo,NA,IBM
2789,hdeng,Hongchao Deng,Zookeeper,NA,Cloudera
748,ho0748,Hossam Karim,Apache ServiceMix,Contributor,GAIA-TI
2699,ho2699,Hossam Karim,ServiceMix,NA,GAIA-TI
1735,ho1735,Hossam Karim,Apache ServiceMix,Contributor,GAIA-TI
830,hhernandez,Humberto Hernandez,Apache Torque,Committer,Integrated Technology S.C.
1810,hhernandez,Humberto Hernandez,Apache Torque,Java Developer,Integrated Technology S.C.
1890,hu1890,Hung Pham,Accumulo,NA,Cloudera
1752,ieb ,Ian Boston,Apache Sling,Java Developer,Adobe 
1762,ieb ,Ian Boston,Apache Sling,PMC,Adobe 
2533,ia2533,Ian Downes,Mesos,NA,Twitter
64,ia0064,Ian Robinson,Apache Aries,PMC,IBM
1043,ia1043,Ian Robinson,Apache Aries,PMC,IBM
2068,ia2068,Ian Robinson,Aries,NA,IBM
2710,im2710,Imran Rashid,Spark,NA,Cloudera
779,indika,Indika Kumara,Apache Synapse,Committer,WSO2
1774,indika,Indika Kumara,Apache Synapse,Committer,WSO2
2737,indika,Indika Kumara,Synapse,NA,WSO2
416,iocanel,Ioannis Canellos,Apache Gora,Committer,FuseSource
712,iocanel,Ioannis Canellos,Apache ServiceMix,Committer,Upstream S.A.
807,iocanel,Ioannis Canellos,Apache Whirr,Committer,FuseSource
1225,iocanel,Ioannis Canellos,Apache Camel,Committer,Red Hat
1372,iocanel,Ioannis Canellos,Apache Gora,Committer,RedHat
1386,iocanel,Ioannis Canellos,Apache Gora,PMC,RedHat
1848,iocanel,Ioannis Canellos,Apache Whirr,committer,FuseSource
2144,iocanel,Ioannis Canellos,Camel,NA,Red Hat
2290,iocanel,Ioannis Canellos,Gora,NA,Red Hat
2494,iocanel,Ioannis Canellos,Karaf,NA,JBoss
2677,iocanel,Ioannis Canellos,ServiceMix,NA,Upstream S.A.
209,iocanel,Ioannis Canellos,Apache Camel,Committer,FuseSource 
569,iocanel,Ioannis Canellos,Apache Karaf,Committer,FuseSource
583,iocanel,Ioannis Canellos,Apache Karaf,PMC,FuseSource
1586,iocanel,Ioannis Canellos,Apache Karaf,NA,FuseSource
1698,iocanel,Ioannis Canellos,Apache ServiceMix,Committer,Upstream S.A. 
1604,isabel,Isabel Drost-Fromm,Apache Mahout,PMC,Homepage, Blog 
2034,iv2034,Ivan Mitic,Ambari,NA,Microsoft
2327,ivanmi,Ivan Mitic,Hadoop,NA,Microsoft
1485,ivanmi,Ivan Mitic,Apache Hadoop,Committer,Microsoft 
816,hoffmann,JÌ_rgen Hoffmann,Apache Turbine,Committer,ByteAction GmbH
822,hoffmann,JÌ_rgen Hoffmann,Apache Turbine,PMC Member,HEAG MediaNet GmbH
2772,hoffmann,JÌ_rgen Hoffmann,Turbine,NA,HEAG MediaNet GmbH
1818,hoffmann,JÌ_rgen Hoffmann,Apache Turbine,PMC Member,HEAG MediaNet GmbH 
1824,hoffmann,JÌ_rgen Hoffmann,Apache Turbine,Java Developer,ByteAction GmbH 
1828,hoffmann,JÌ_rgen Hoffmann,Apache Turbine,Committer,ByteAction GmbH 
345,ja0345,Jacek Laskowski,Apache Geronimo,PMC,IONA
389,ja0389,Jacek Laskowski,Apache Geronimo,Committer,IONA
1891,ja1891,Jacob Meisler,Accumulo,NA,Booz Allen Hamilton
952,jagane,Jagane Sundar,Apache Ambari,PMC,WANdisco
1984,jagane,Jagane Sundar,Ambari,NA,WANdisco
953,jaimin,Jaimin Jetly,Apache Ambari,PMC,Hortonworks
1985,jaimin,Jaimin Jetly,Ambari,NA,Hortonworks
2279,jake.mannix,Jake Mannix,Giraph,NA,Twitter
452,jghoman,Jakob Homan,Apache Hadoop,PMC,LinkedIn
495,jghoman,Jakob Homan,Apache Hadoop,Committer,LinkedIn
2277,jghoman,Jakob Homan,Giraph,NA,LinkedIn
2328,jghoman,Jakob Homan,Hadoop,NA,LinkedIn
2767,jghoman,Jakob Homan,Tajo,NA,Microsoft
1435,jghoman,Jakob Homan,Apache Hadoop,PMC,LinkedIn 
1487,jghoman,Jakob Homan,Apache Hadoop,Committer,LinkedIn 
93,jaliya,Jaliya Ekanayake,Apache Axiom,Committer,Virtusa / Lanka Software Found
119,jaliya,Jaliya Ekanayake,Apache Axis,Committer,Indiana University, USA
691,jaliya,Jaliya Ekanayake,Apache Sandesha,Committer,Indiana University, USA
1079,jaliya,Jaliya Ekanayake,Apache Axiom,Committer,Virtusa / Lanka Software Found
1106,jaliya,Jaliya Ekanayake,Apache Axis2,Committer,Indiana University, USA
1676,jaliya,Jaliya Ekanayake,Apache Sandesha,Committer,Indiana University, USA
308,jcarman,James Carman,Apache Commons Lang,Committer,Carman Consulting, Inc.
328,jcarman,James Carman,Apache Commons Proxy,Committer,Carman Consulting, Inc.
334,jcarman,James Carman,Apache Commons VFS,Committer,Apache Software Foundation
1310,jcarman,James Carman,Apache Commons Lang,Committer,Carman Consulting, Inc.
1315,jcarman,James Carman,Apache Commons Proxy,Committer,Carman Consulting, Inc.
1319,jcarman,James Carman,Apache Commons VFS,Committer,Apache Software Foundation
995,ja0995,James Duncan Davidson,Apache ANT,Emeritus PMC,Sun Microsystems
336,jmitchell,James Mitchell,Apache Commons Validator,Committer,EdgeTech, Inc
1321,jmitchell,James Mitchell,Apache Commons Validator,Committer,EdgeTech, Inc
1180,jamespage,James Page,Apache Bigtop,committer,Canonical 
65,ja0065,James Strachan,Apache Aries,PMC,Progress
1044,ja1044,James Strachan,Apache Aries,PMC,Progress
2069,ja2069,James Strachan,Aries,NA,Progress
2252,ja2252,James Strachan,Geronimo,NA,IONA
23,jstrachan,James Strachan,ActiveMQ,Committer,Fuse Source
250,jstrachan,James Strachan,Apache Commons CLI,Committer,SpiritSoft, Inc.
271,jstrachan,James Strachan,Apache Commons Discovery,Committer,SpiritSoft, Inc.
298,jstrachan,James Strachan,Apache Commons JEXL,Committer,SpiritSoft, Inc.
331,jstrachan,James Strachan,Apache Commons VFS,Committer,SpiritSoft, Inc.
714,jstrachan,James Strachan,Apache ServiceMix,Committer,FuseSource
733,jstrachan,James Strachan,Apache ServiceMix,PMC,FuseSource
928,jstrachan,James Strachan,Apache ActiveMQ,Committer,Fuse Source
1230,jstrachan,James Strachan,Apache Camel,Committer,Red Hat
1248,jstrachan,James Strachan,Apache Commons CLI,Committer,SpiritSoft, Inc.
1277,jstrachan,James Strachan,Apache Commons Discovery,NA,SpiritSoft, Inc.
1299,jstrachan,James Strachan,Apache Commons JEXL,Committer,SpiritSoft, Inc.
1302,jstrachan,James Strachan,Apache Commons Jelly,Committer,SpiritSoft, Inc.
1316,jstrachan,James Strachan,Apache Commons VFS,Committer,SpiritSoft, Inc.
1919,jstrachan,James Strachan,ActiveMQ,NA,Red Hat
2149,jstrachan,James Strachan,Camel,NA,Red Hat
2504,jstrachan,James Strachan,Karaf,NA,JBoss
2679,jstrachan,James Strachan,ServiceMix,NA,FuseSource
1340,ja1340,James Strachan,Apache Geronimo,Committer,IONA 
214,jstrachan,James Strachan,Apache Camel,Committer,FuseSource 
579,jstrachan,James Strachan,Apache Karaf,Committer,FuseSource
1242,jstrachan,James Strachan,Apache Commons Betwixt,Committer,SpiritSoft, Inc. 
1598,jstrachan,James Strachan,Apache Karaf,NA,FuseSource
1700,jstrachan,James Strachan,Apache ServiceMix,Committer,FuseSource 
1720,jstrachan,James Strachan,Apache ServiceMix,PMC,FuseSource 
715,jgoodyear,Jamie Goodyear,Apache ServiceMix,Committer,Savoir Technologies
2499,jgoodyear,Jamie Goodyear,Karaf,NA,Savoir Technologies
2680,jgoodyear,Jamie Goodyear,ServiceMix,NA,Savoir Technologies
574,jgoodyear,Jamie Goodyear,Apache Karaf,Committer,Savoir Technologies
587,jgoodyear,Jamie Goodyear,Apache Karaf,PMC,Savoir Technologies
1592,jgoodyear,Jamie Goodyear,Apache Karaf,NA,Savoir Technologies
1701,jgoodyear,Jamie Goodyear,Apache ServiceMix,Committer,Savoir Technologies 
265,ja0265,Jamie M. Guillemette,Apache Commons Configuration,Contributor,TD Bank
1271,ja1271,Jamie M. Guillemette,Apache Commons Configuration,Contributor,TD Bank
346,ja0346,Jan Bartel,Apache Geronimo,PMC,IONA
390,ja0390,Jan Bartel,Apache Geronimo,Committer,IONA
2253,ja2253,Jan Bartel,Geronimo,NA,Mortbay
713,janb,Jan Bartel,Apache ServiceMix,Committer,MortBay
2678,janb,Jan Bartel,ServiceMix,NA,MortBay
1341,ja1341,Jan Bartel,Apache Geronimo,Committer,Mortbay 
1699,janb,Jan Bartel,Apache ServiceMix,Committer,MortBay 
908,jbernhardt,Jan Bernhardt,Apache Syncope,Committer,Talend
909,jbernhardt,Jan Bernhardt,Apache Syncope,PMC,Talend
2756,jbernhardt,Jan Bernhardt,Syncope,NA,Talend
1796,jbernhardt,Jan Bernhardt,Apache Syncope,PMC member,Talend 
276,luehe,Jan Luehe,Apache Commons EL,Committer,Sun Microsystems, Inc.
1280,luehe,Jan Luehe,Apache Commons El,Committer,Sun Microsystems, Inc.
1992,matyix,Janos Matyas,Ambari,NA,Hortonworks
66,ja0066,Jarek Gawor,Apache Aries,PMC,IBM
347,ja0347,Jarek Gawor,Apache Geronimo,PMC,Mortbay
391,ja0391,Jarek Gawor,Apache Geronimo,Committer,Mortbay
1045,ja1045,Jarek Gawor,Apache Aries,PMC,IBM
2070,ja2070,Jarek Gawor,Aries,NA,IBM
2254,ja2254,Jarek Gawor,Geronimo,NA,IBM
2498,jgawor,Jarek Gawor,Karaf,NA,IBM
1342,ja1342,Jarek Gawor,Apache Geronimo,PMC Chair,IBM 
573,jgawor,Jarek Gawor,Apache Karaf,Committer,IBM
586,jgawor,Jarek Gawor,Apache Karaf,PMC,IBM
1591,jgawor,Jarek Gawor,Apache Karaf,NA,IBM
2647,ja2647,Jarek Jarcec Cecho,Sentry,NA,Cloudera
2226,jarcec,Jaroslav Cecho,Flume,NA,Cloudera
2720,jarcec,Jaroslav Cecho,Sqoop,NA,Cloudera
2705,ja2705,Jason Dai,Spark,NA,Intel
2423,jdere,Jason Dere,Hive,NA,Hortonworks
348,ja0348,Jason Dillon,Apache Geronimo,PMC,IBM
392,ja0392,Jason Dillon,Apache Geronimo,Committer,IBM
497,jlowe,Jason Lowe,Apache Hadoop,Committer,Yahoo!
1437,jlowe,Jason Lowe,Apache Hadoop,PMC,Yahoo! 
1491,jlowe,Jason Lowe,Apache Hadoop,Committer,Yahoo! 
257,jvanzyl,Jason van Zyl,Apache Commons Configuration,Committer,Zenplex
283,jvanzyl,Jason van Zyl,Apache Commons Email,Committer,Zenplex
288,jvanzyl,Jason van Zyl,Apache Commons FileUpload,Committer,Zenplex
1243,jvanzyl,Jason van Zyl,Apache Commons Betwixt,Committer,Zenplex 
1255,jvanzyl,Jason van Zyl,Apache Commons Configuration,Java Developer,Zenplex 
1263,jvanzyl,Jason van Zyl,Apache Commons Configuration,Committer,Zenplex 
1286,jvanzyl,Jason van Zyl,Apache Commons Email,Committer,Zenplex 
1343,ja1343,Jason Warner,Apache Geronimo,Committer,IBM 
2255,ja2255,Jason Warner,Geronimo,NA,IBM
349,ja0349,Jay D. McHugh,Apache Geronimo,PMC,IBM
393,ja0393,Jay D. McHugh,Apache Geronimo,Committer,IBM
108,jaya,Jayachandra Sekhara Rao Sunkara,Apache Axiom,Committer,Computer Associates
143,jaya,Jayachandra Sekhara Rao Sunkara,Apache Axis,Committer,Computer Associates
1094,jaya,Jayachandra Sekhara Rao Sunkara,Apache Axiom,Committer,Computer Associates
1130,jaya,Jayachandra Sekhara Rao Sunkara,Apache Axis2,Committer,Computer Associates
2577,jaydeep,Jaydeep Vishwakarma,Oozie,NA,Inmobi
1987,jluniya,Jayush Luniya,Ambari,NA,Hortonworks
2071,je2071,Jean-Baptiste OnofrÌÄå©,Aries,NA,Talend
716,jbonofre,Jean-Baptiste Onofre,Apache ServiceMix,Committer,Fimasys
734,jbonofre,Jean-Baptiste Onofre,Apache ServiceMix,PMC,Fimasys
906,jbonofre,Jean-Baptiste Onofre,Apache Syncope,Committer,Talend
907,jbonofre,Jean-Baptiste Onofre,Apache Syncope,PMC,Talend
1023,jbonofre,Jean-Baptiste Onofre,Apache Archiva,Committer,Talend
1226,jbonofre,Jean-Baptiste Onofre,Apache Camel,Committer,Talend
1920,jbonofre,Jean-Baptiste Onofre,ActiveMQ,NA,Talend
2145,jbonofre,Jean-Baptiste Onofre,Camel,NA,Talend
2211,jbonofre,Jean-Baptiste Onofre,Falcon,NA,Talend
2503,jbonofre,Jean-Baptiste Onofre,Karaf,NA,Talend
2681,jbonofre,Jean-Baptiste Onofre,ServiceMix,NA,Fimasys
2755,jbonofre,Jean-Baptiste Onofre,Syncope,NA,Talend
210,jbonofre,Jean-Baptiste Onofre,Apache Camel,Committer,Talend 
578,jbonofre,Jean-Baptiste Onofre,Apache Karaf,Committer,Talend
591,jbonofre,Jean-Baptiste Onofre,Apache Karaf,PMC,Talend
1597,jbonofre,Jean-Baptiste Onofre,Apache Karaf,NA,Talend
1702,jbonofre,Jean-Baptiste Onofre,Apache ServiceMix,Committer,Fimasys 
1721,jbonofre,Jean-Baptiste Onofre,Apache ServiceMix,PMC,Fimasys 
1795,jbonofre,Jean-Baptiste Onofre,Apache Syncope,PMC member,Talend 
1749,jckautzmann,Jean-Christophe Kautzmann,Apache Sling,Java Developer,Adobe 
426,jdcryans,Jean-Daniel Cryans,Apache Hbase,Committer,Cloudera
2385,jdcryans,Jean-Daniel Cryans,HBase,NA,Cloudera
1402,jdcryans,Jean-Daniel Cryans,Apache HBase,Committer,Cloudera 
67,je0067,Jean-Sebastien Delfino,Apache Aries,PMC,IBM
1046,je1046,Jean-Sebastien Delfino,Apache Aries,PMC,IBM
2072,je2072,Jean-Sebastien Delfino,Aries,NA,IBM
2546,jwaldman,Jeanne Waldman,MyFaces,NA,Oracle
115,u115,Jeff Barrett,Apache Axis,Committer,IBM
1102,u1102,Jeff Barrett,Apache Axis2,Committer,IBM
289,jsdever,Jeff Dever,Apache Commons HTTP Client,Committer,Independent consultant
1289,jsdever,Jeff Dever,Apache Commons HTTP Client,Committer,Independent consultant 
1606,jeastman,Jeff Eastman,Apache Mahout,PMC Emeritus,WindwardSolutions 
1011,jfield,Jeff Field,Apache Accumulo,Contributor,Cloudera
1892,jfield,Jeff Field,Accumulo,NA,Cloudera
2256,je2256,Jeff Genender,Geronimo,NA,Savoir Technologies
717,jgenender,Jeff Genender,Apache ServiceMix,Committer,Savoir Technologies
735,jgenender,Jeff Genender,Apache ServiceMix,PMC,Savoir Technologies
1227,jgenender,Jeff Genender,Apache Camel,Committer,Savoir Technologies
1921,jgenender,Jeff Genender,ActiveMQ,NA,Savoir Technologies
2146,jgenender,Jeff Genender,Camel,NA,Savoir Technologies
2682,jgenender,Jeff Genender,ServiceMix,NA,Savoir Technologies
1344,je1344,Jeff Genender,Apache Geronimo,Committer,Savoir Technologies 
211,jgenender,Jeff Genender,Apache Camel,Committer,Savoir Technologies 
1703,jgenender,Jeff Genender,Apache ServiceMix,Committer,Savoir Technologies 
1722,jgenender,Jeff Genender,Apache ServiceMix,PMC,Savoir Technologies 
88,hammer,Jeff Hammerbacher,Apache Avro,Committer,Cloudera
1064,hammer,Jeff Hammerbacher,Apache Avro,python,Cloudera
1070,hammer,Jeff Hammerbacher,Apache Avro,Committer,Cloudera
2091,hammer,Jeff Hammerbacher,Avro,NA,Cloudera
39,je0039,Jeff Lansing,ActiveMQ,Contributor,SYS Technologies
1197,je1197,Jeff Lansing,Apache Camel,Contributor,SYS Technologies
1936,je1936,Jeff Lansing,ActiveMQ,NA,SYS Technologies
2162,je2162,Jeff Lansing,Camel,NA,SYS Technologies
226,je0226,Jeff Lansing,Apache Camel,Contributor,SYS Technologies 
2030,je2030,Jeff Markham,Ambari,NA,Hortonworks
2006,sposetti,Jeff Sposetti,Ambari,NA,Hortonworks
620,jeffyu,Jeff Yu,Apache ODE,PMC,JBoss
624,jeffyu,Jeff Yu,Apache ODE,Committer,JBoss
1627,jeffyu,Jeff Yu,Apache ODE,PMC,JBoss 
1631,jeffyu,Jeff Yu,Apache ODE,Developer,JBoss 
321,brekke,Jeffrey D. Brekke,Apache Commons Net,Committer,Quad/Graphics, Inc.
1311,brekke,Jeffrey D. Brekke,Apache Commons Net,Committer,Quad/Graphics, Inc.
2523,je2523,Jeffrey E Rodriguez,Knox,NA,IBM
2386,jeffreyz,Jeffrey Zhong,HBase,NA,Hortonworks
1403,jeffreyz,Jeffrey Zhong,Apache HBase,Committer,Hortonworks 
630,jrbauer,Jeremy Bauer,Apache OpenJPA,PMC,IBM
645,jrbauer,Jeremy Bauer,Apache OpenJPA,Committer,IBM
1644,jrbauer,Jeremy Bauer,Apache OpenJPA,Committer,IBM
1656,jrbauer,Jeremy Bauer,Apache OpenJPA,PMC,IBM
2591,jrbauer,Jeremy Bauer,OpenJPA,NA,IBM
1151,jrbauer,Jeremy Bauer,Apache BVal,PMC,IBM
174,jrbauer,Jeremy Bauer,Apache Bean Validation,PMC,IBM 
185,jrbauer,Jeremy Bauer,Apache Bean Validation,Committer,IBM 
375,je0375,Jeremy Boynes,Apache Geronimo,Committer,IBM
837,hughesj,Jeremy Hughes,Apache Woden,Committer,IBM
1866,hughesj,Jeremy Hughes,Apache Woden,Committer,IBM 
68,je0068,Jeremy Hughes,Apache Aries,PMC,IBM
1047,je1047,Jeremy Hughes,Apache Aries,PMC,IBM
2073,je2073,Jeremy Hughes,Aries,NA,IBM
1893,je1893,Jerry He,Accumulo,NA,IBM
994,je0994,Jesse Glick,Apache ANT,PMC,Oracle
245,jmcconnell,Jesse McConnell,Apache Continuum,PMC Member,ASF
607,jmcconnell,Jesse McConnell,Apache Maven,Emeritus,ASF
1010,je1010,Jessica Seastrom,Apache Accumulo,Contributor,Cloudera
1894,je1894,Jessica Seastrom,Accumulo,NA,Cloudera
2114,jcamacho,Jesus Camacho Rodriguez,Calcite,NA,Hortonworks
2449,jcamacho,Jesus Camacho Rodriguez,Hive,NA,Hortonworks
2329,jianhe,Jian He,Hadoop,NA,Hortonworks
1488,jianhe,Jian He,Apache Hadoop,Committer,Hortonworks 
305,ji0305,Jim Birchfield,Apache Commons Jelly,Contributor,Genscape, Inc.
1307,ji1307,Jim Birchfield,Apache Commons Jelly,Contributor,Genscape, Inc.
428,jxiang,Jimmy Xiang,Apache Hbase,Committer,Cloudera
2390,jxiang,Jimmy Xiang,HBase,NA,Cloudera
2445,jxiang,Jimmy Xiang,Hive,NA,Cloudera
1405,jxiang,Jimmy Xiang,Apache HBase,Committer,Cloudera 
2387,jerryjch,Jing Chen (Jerry) He,HBase,NA,IBM
2330,jing9,Jing Zhao,Hadoop,NA,Hortonworks
1489,jing9,Jing Zhao,Apache Hadoop,Committer,Hortonworks 
453,jitendra,Jitendra Nath Pandey,Apache Hadoop,PMC,Hortonworks
496,jitendra,Jitendra Nath Pandey,Apache Hadoop,Committer,Hortonworks
852,jitendra,Jitendra Nath Pandey,Apache Ambari,Committer,Hortonworks
853,jitendra,Jitendra Nath Pandey,Apache Ambari,PMC,Hortonworks
954,jitendra,Jitendra Nath Pandey,Apache Ambari,PMC,Hortonworks
1986,jitendra,Jitendra Nath Pandey,Ambari,NA,Hortonworks
2331,jitendra,Jitendra Nath Pandey,Hadoop,NA,Hortonworks
2436,jitendra,Jitendra Nath Pandey,Hive,NA,Hortonworks
1436,jitendra,Jitendra Nath Pandey,Apache Hadoop,PMC,Hortonworks 
1490,jitendra,Jitendra Nath Pandey,Apache Hadoop,Committer,Hortonworks 
1538,jitendra,Jitendra Nath Pandey,Apache Hive,Committer,Hortonworks
2189,John McNally,jmcnally,Db,NA,CollabNet
248,joakime,Joakim Erdfelt,Apache Continuum,Emeritus Committer,ASF
608,joakime,Joakim Erdfelt,Apache Maven,Emeritus,ASF
1025,joakime,Joakim Erdfelt,Apache Archiva,Emeritus,ASF
69,jo0069,Joe Bohn,Apache Aries,PMC,IBM
350,jo0350,Joe Bohn,Apache Geronimo,PMC,Savoir Technologies
394,jo0394,Joe Bohn,Apache Geronimo,Committer,Savoir Technologies
1048,jo1048,Joe Bohn,Apache Aries,PMC,IBM
2074,jo2074,Joe Bohn,Aries,NA,IBM
2257,jo2257,Joe Bohn,Geronimo,NA,IBM
1345,jo1345,Joe Bohn,Apache Geronimo,Committer,IBM 
2648,jo2648,Joe Brockmeier,Sentry,NA,RedHat
40,jo0040,Joe Fernandez,ActiveMQ,Contributor,TTM
1198,jo1198,Joe Fernandez,Apache Camel,Contributor,TTM
1937,jo1937,Joe Fernandez,ActiveMQ,NA,Red Hat
2163,jo2163,Joe Fernandez,Camel,NA,TTM
227,jo0227,Joe Fernandez,Apache Camel,Contributor,TTM 
646,jo0646,Joe Grassel,Apache OpenJPA,Committer,IBM Corporation
2592,jo2592,Joe Grassel,OpenJPA,NA,IBM
1645,jo1645,Joe Grassel,Apache OpenJPA,Committer,IBM Corporation 
304,jo0304,Joe Walnes,Apache Commons Jelly,Contributor,ThoughtWorks, Inc.
1306,jo1306,Joe Walnes,Apache Commons Jelly,Contributor,ThoughtWorks, Inc.
24,joe,Joe Walnes,ActiveMQ,Committer,Google
929,joe,Joe Walnes,Apache ActiveMQ,Committer,Google
1922,joe,Joe Walnes,ActiveMQ,NA,Google
2019,zhewang,Joe Wang,Ambari,NA,Hortonworks
718,joed,Johan Edstrom,Apache ServiceMix,Committer,Savoir Technologies
1228,joed,Johan Edstrom,Apache Camel,Committer,Savoir Technologies
2147,joed,Johan Edstrom,Camel,NA,Savoir Technologies
2683,joed,Johan Edstrom,ServiceMix,NA,Savoir Technologies
212,joed,Johan Edstrom,Apache Camel,Committer,Savoir Technologies 
1704,joed,Johan Edstrom,Apache ServiceMix,Committer,Savoir Technologies 
498,johan,Johan Oskarsson,Apache Hadoop,Committer,Twitter
797,johan,Johan Oskarsson,Apache Whirr,PMC,Twitter
806,johan,Johan Oskarsson,Apache Whirr,Committer,Twitter
1849,johan,Johan Oskarsson,Apache Whirr,committer,Twitter
1859,johan,Johan Oskarsson,Apache Whirr,PMC,Twitter
2332,johan,Johan Oskarsson,Hadoop,NA,Twitter
1492,johan,Johan Oskarsson,Apache Hadoop,Committer,Twitter 
599,jdcasey,John Casey,Apache Maven,PMC Member,ASF
838,jkaputin,John Kaputin,Apache Woden,Committer,IBM
1867,jkaputin,John Kaputin,Apache Woden,Committer,IBM 
252,jkeyes,John Keyes,Apache Commons CLI,Committer,integral Source
1250,jkeyes,John Keyes,Apache Commons CLI,Committer,integral Source
685,jo0685,John McClain,Apache River,Emeritus Committer,Sun Microsystems
278,jmcnally,John McNally,Apache Commons Email,Committer,CollabNet, Inc.
286,jmcnally,John McNally,Apache Commons FileUpload,Committer,CollabNet
828,jmcnally,John McNally,Apache Torque,Committer,CollabNet
1812,jmcnally,John McNally,Apache Torque,Java Developer,CollabNet
1281,jmcnally,John McNally,Apache Commons Email,Committer,CollabNet, Inc. 
2115,jpullokk,John Pullokkaran,Calcite,NA,Hortonworks
2437,jpullokk,John Pullokkaran,Hive,NA,Hortonworks
351,jo0351,John R. Sisson,Apache Geronimo,PMC,IBM
395,jo0395,John R. Sisson,Apache Geronimo,Committer,IBM
70,jo0070,John Ross,Apache Aries,Contributor,IBM
1049,jo1049,John Ross,Apache Aries,PMC,IBM
2075,jo2075,John Ross,Aries,NA,IBM
533,jvs,John Sichi,Apache Hive,Committer,Facebook
1188,jvs,John Sichi,Apache Bigtop,committer,Facebook 
955,jspeidel,John Speidel,Apache Ambari,PMC,Hortonworks
1989,jspeidel,John Speidel,Ambari,NA,Hortonworks
2513,jspeidel,John Speidel,Knox,NA,Hortonworks
854,jspiedel,John Spiedel,Apache Ambari,Committer,Hortonworks
2227,johnyrufus,Johny Rufus,Flume,NA,Cloudera
2190,Jon Scott Stevens,jon,Db,NA,CollabNet
26,janstey,Jon Anstey,ActiveMQ,Committer,Fuse Source
719,janstey,Jon Anstey,Apache ServiceMix,Committer,FuseSource
931,janstey,Jon Anstey,Apache ActiveMQ,Committer,Fuse Source
1229,janstey,Jon Anstey,Apache Camel,Committer,Red Hat
1923,janstey,Jon Anstey,ActiveMQ,NA,Red Hat
2148,janstey,Jon Anstey,Camel,NA,Red Hat
2684,janstey,Jon Anstey,ServiceMix,NA,FuseSource
213,janstey,Jon Anstey,Apache Camel,Committer,FuseSource 
1705,janstey,Jon Anstey,Apache ServiceMix,Committer,FuseSource 
282,jon,Jon Scott Stevens,Apache Commons Email,Committer,CollabNet, Inc.
825,jon,Jon Scott Stevens,Apache Torque,Committer,CollabNet, Inc.
1815,jon,Jon Scott Stevens,Apache Torque,Java Developer,CollabNet, Inc.
1244,jon,Jon Scott Stevens,Apache Commons Betwixt,Committer,StudioZ 
1285,jon,Jon Scott Stevens,Apache Commons Email,Committer,CollabNet, Inc. 
25,jlim,Jonas Lim,ActiveMQ,Committer,Iona
930,jlim,Jonas Lim,Apache ActiveMQ,Committer,Iona
661,jcoveney,Jonathan Coveney,Apache Pig,Committer,Twitter
2614,jcoveney,Jonathan Coveney,Pig,NA,Twitter
494,jeagles,Jonathan Eagles,Apache Hadoop,Committer,Yahoo!
1434,jeagles,Jonathan Eagles,Apache Hadoop,PMC,Yahoo! 
1486,jeagles,Jonathan Eagles,Apache Hadoop,Committer,Yahoo! 
427,jmhsieh,Jonathan Hsieh,Apache Hbase,Committer,Cloudera
1012,jmhsieh,Jonathan Hsieh,Apache Accumulo,Contributor,Cloudera
1895,jmhsieh,Jonathan Hsieh,Accumulo,NA,Cloudera
2228,jmhsieh,Jonathan Hsieh,Flume,NA,Cloudera
2389,jmhsieh,Jonathan Hsieh,HBase,NA,Cloudera
2721,jmhsieh,Jonathan Hsieh,Sqoop,NA,Cloudera
1404,jmhsieh,Jonathan Hsieh,Apache HBase,Committer,Cloudera 
1988,jonathanhurley,Jonathan Hurley,Ambari,NA,Hortonworks
2031,jo2031,Jonathan Maron,Ambari,NA,Hortonworks
2191,Jorgen Loland,jorgenlo,Db,NA,Oracle
998,elserj,Josh Elser,Apache Accumulo,PMC,Hortonworks
1003,elserj,Josh Elser,Apache Accumulo,Committer,Hortonworks
1883,elserj,Josh Elser,Accumulo,NA,Hortonworks
2116,elserj,Josh Elser,Calcite,NA,Hortonworks
2606,jo2606,Josh Elser,Phoenix,NA,Hortonworks
529,jsensarma,Joydeep Sen Sarma,Apache Hive,Committer,Facebook
2415,jssarma,Joydeep Sensarma,Hive,NA,Qubole
1528,jssarma,Joydeep Sensarma,Apache Hive,PMC,Qubole 
2104,Jeremy Bauer,jrbauer,BVal,NA,IBM
300,James Strachan,jstrachan,Apache Commons Jelly,Committer,SpiritSoft, Inc.
684,ju0684,Juan Ramirez,Apache River,Emeritus Committer,Sun Microsystems
2032,ju2032,Juanjo Marron,Ambari,NA,IBM
747,ju0747,Juergen Mayrbaeurl,Apache ServiceMix,Contributor,CSC Austria AG
2698,ju2698,Juergen Mayrbaeurl,ServiceMix,NA,CSC Austria AG
1734,ju1734,Juergen Mayrbaeurl,Apache ServiceMix,Contributor,CSC Austria AG
1589,ju1589,Jukasz Dywicki,Apache Karaf,NA,Code-House
552,jukka,Jukka Zitting,Apache Jackrabbit,Committer,Adobe
769,jukka,Jukka Zitting,Apache Sling,Mentor,Day Software
2474,jukka,Jukka Zitting,Jackrabbit,NA,Adobe
